Year,State,District,Total_Male,Male_Below_5_years,Male_5 years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_ &_Above_Below_30_years,Male_30_years_&_ Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5 years & Above–Below 14  years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14 years & Above - Below 18 years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2017-18,Chhattisgarh,Raipur,708,0,47,79,155,241,135,51,1519,2,31,309,742,352,57,26,0,0,0,0,0,0,0,0,2227,2,78,388,897,593,192,77
2017-18,Chhattisgarh,Rajnandgaon,213,0,5,16,100,51,19,22,617,0,5,83,424,73,18,14,0,0,0,0,0,0,0,0,830,0,10,99,524,124,37,36
2017-18,Chhattisgarh,Sarguja,100,0,2,12,19,42,20,5,280,0,11,67,101,74,19,8,0,0,0,0,0,0,0,0,380,0,13,79,120,116,39,13
2017-18,Chhattisgarh,Sukma,6,0,1,0,3,1,1,0,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,5,6,1,1,0
2017-18,Chhattisgarh,Surajpur,66,0,3,5,28,10,15,5,190,1,5,43,108,24,8,1,0,0,0,0,0,0,0,0,256,1,8,48,136,34,23,6
2017-18,Chhattisgarh,Total,3760,6,244,443,1225,1031,535,276,9412,16,262,2103,4733,1711,425,162,0,0,0,0,0,0,0,0,13172,22,506,2546,5958,2742,960,438
2017-18,Goa,North Goa,142,3,2,0,48,52,26,11,121,2,2,3,78,20,12,4,0,0,0,0,0,0,0,0,263,5,4,3,126,72,38,15
2017-18,Goa,South Goa,110,0,0,1,28,40,21,20,111,2,1,0,76,22,6,4,0,0,0,0,0,0,0,0,221,2,1,1,104,62,27,24
2017-18,Goa,CID,6,0,0,0,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,1,0,0
2017-18,Goa,Total,258,3,2,1,81,93,47,31,234,4,3,3,156,42,18,8,0,0,0,0,0,0,0,0,492,7,5,4,237,135,65,39
2017-18,Gujarat,Ahmedabad City,940,5,27,59,374,280,133,62,1929,5,55,272,1307,219,37,34,0,0,0,0,0,0,0,0,2869,10,82,331,1681,499,170,96
2017-18,Gujarat,Ahmedabad Rural,57,6,3,1,14,26,5,2,127,3,4,2,97,18,1,2,0,0,0,0,0,0,0,0,184,9,7,3,111,44,6,4
2017-18,Gujarat,Amreli,25,0,4,0,10,5,3,3,127,0,4,0,118,5,0,0,0,0,0,0,0,0,0,0,152,0,8,0,128,10,3,3
2017-18,Gujarat,Anand,114,0,0,0,43,37,21,13,345,0,0,0,180,113,39,13,0,0,0,0,0,0,0,0,459,0,0,0,223,150,60,26
2017-18,Gujarat,Arvalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Gujarat,Banaskantha,97,0,0,1,91,0,0,5,97,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,194,0,0,2,187,0,0,5
2017-18,Gujarat,Bharuch,135,9,2,4,48,41,21,10,224,6,4,9,161,25,7,12,0,0,0,0,0,0,0,0,359,15,6,13,209,66,28,22
2017-18,Gujarat,Bhavnagar,69,0,0,0,48,18,2,1,75,0,0,0,55,17,3,0,0,0,0,0,0,0,0,0,144,0,0,0,103,35,5,1
2017-18,Gujarat,Botad,13,0,1,1,7,4,0,0,65,0,0,15,41,9,0,0,0,0,0,0,0,0,0,0,78,0,1,16,48,13,0,0
2017-18,Gujarat,Chhotaudepur,14,0,1,0,9,4,0,0,20,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,34,0,1,0,27,6,0,0
2017-18,Gujarat,CID Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Gujarat,Dahod,15,0,0,1,5,5,3,1,113,0,11,78,14,9,1,0,0,0,0,0,0,0,0,0,128,0,11,79,19,14,4,1
2017-18,Gujarat,Dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Gujarat,Devbhumi Dwarka,27,3,1,1,12,4,1,5,73,3,3,3,60,1,1,2,0,0,0,0,0,0,0,0,100,6,4,4,72,5,2,7
2017-18,Gujarat,Gandhinagar,171,2,15,2,75,45,29,3,321,3,14,2,259,38,5,0,0,0,0,0,0,0,0,0,492,5,29,4,334,83,34,3
2017-18,Gujarat,Gir Somnath,25,2,1,0,12,3,4,3,43,0,2,0,36,5,0,0,0,0,0,0,0,0,0,0,68,2,3,0,48,8,4,3
2017-18,Gujarat,Jamnagar,85,6,7,0,31,32,9,0,155,1,0,4,63,71,16,0,0,0,0,0,0,0,0,0,240,7,7,4,94,103,25,0
2017-18,Gujarat,Junagadh,32,1,1,1,12,9,8,0,41,0,0,2,33,5,0,1,0,0,0,0,0,0,0,0,73,1,1,3,45,14,8,1
2017-18,Gujarat,Kachchh East(G),50,0,5,1,35,6,2,1,189,0,4,29,131,22,2,1,0,0,0,0,0,0,0,0,239,0,9,30,166,28,4,2
2017-18,Gujarat,Kachchh West(B),77,0,3,3,35,19,14,3,190,1,5,34,118,28,2,2,0,0,0,0,0,0,0,0,267,1,8,37,153,47,16,5
2017-18,Gujarat,Kheda,68,0,2,1,23,19,12,11,102,0,0,2,75,22,2,1,0,0,0,0,0,0,0,0,170,0,2,3,98,41,14,12
2017-18,Gujarat,Mahisagar,24,0,3,0,8,7,3,3,54,2,3,4,36,8,1,0,0,0,0,0,0,0,0,0,78,2,6,4,44,15,4,3
2017-18,Gujarat,Mehsana,148,1,1,5,65,53,15,8,523,0,0,6,439,73,3,2,1,0,0,0,1,0,0,0,672,1,1,11,505,126,18,10
2017-18,Gujarat,Morbi,23,0,0,0,9,7,6,1,85,0,0,1,38,31,11,4,0,0,0,0,0,0,0,0,108,0,0,1,47,38,17,5
2017-18,Gujarat,Narmada,8,0,0,0,4,0,3,1,18,0,1,0,11,5,1,0,0,0,0,0,0,0,0,0,26,0,1,0,15,5,4,1
2017-18,Gujarat,Navsari,84,4,3,0,18,35,19,5,110,1,3,0,71,24,6,5,0,0,0,0,0,0,0,0,194,5,6,0,89,59,25,10
2017-18,Gujarat,Panchmahal,55,1,2,0,16,20,11,5,91,1,3,1,37,29,18,2,0,0,0,0,0,0,0,0,146,2,5,1,53,49,29,7
2017-18,Gujarat,Patan,34,0,1,1,20,9,3,0,149,0,0,1,130,16,2,0,0,0,0,0,0,0,0,0,183,0,1,2,150,25,5,0
2017-18,Gujarat,Porbandar,22,2,3,1,2,11,3,0,53,1,1,0,34,17,0,0,0,0,0,0,0,0,0,0,75,3,4,1,36,28,3,0
2017-18,Gujarat,Rajkot City,316,0,13,17,122,116,38,10,599,0,13,89,162,233,87,15,0,0,0,0,0,0,0,0,915,0,26,106,284,349,125,25
2017-18,Gujarat,Rajkot Rural,56,12,5,3,19,9,3,5,165,6,1,0,139,14,4,1,0,0,0,0,0,0,0,0,221,18,6,3,158,23,7,6
2017-18,Gujarat,Sabarkantha,89,0,1,3,50,16,16,3,173,0,0,6,142,22,3,0,0,0,0,0,0,0,0,0,262,0,1,9,192,38,19,3
2017-18,Gujarat,Surat City,1337,74,117,75,324,438,234,75,2052,80,124,266,1156,357,50,19,0,0,0,0,0,0,0,0,3389,154,241,341,1480,795,284,94
2017-18,Gujarat,Surat Rural,84,5,3,0,30,34,5,7,88,3,4,1,66,12,1,1,0,0,0,0,0,0,0,0,172,8,7,1,96,46,6,8
2017-18,Gujarat,Surendranagar,24,0,0,0,11,4,8,1,42,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,66,0,0,0,48,9,8,1
2017-18,Gujarat,Tapi,14,1,0,0,3,6,2,2,31,4,1,0,17,6,2,1,0,0,0,0,0,0,0,0,45,5,1,0,20,12,4,3
2017-18,Gujarat,Vadodara City,336,0,7,11,72,119,90,37,557,2,8,96,267,132,36,16,0,0,0,0,0,0,0,0,893,2,15,107,339,251,126,53
2017-18,Gujarat,Vadodara Rural,50,0,1,2,21,12,9,5,70,0,0,2,58,7,2,1,0,0,0,0,0,0,0,0,120,0,1,4,79,19,11,6
2017-18,Gujarat,Valsad,120,5,1,0,53,30,17,14,129,3,4,3,93,18,6,2,0,0,0,0,0,0,0,0,249,8,5,3,146,48,23,16
2017-18,Gujarat,W.Rly Ahmedabad,17,0,0,1,5,4,4,3,12,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,29,0,0,1,13,5,5,5
2017-18,Gujarat,W.Rly Vadodara,11,0,0,1,5,2,1,2,9,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,20,2,0,2,7,5,2,2
2017-18,Gujarat,Total,4866,139,234,196,1741,1489,757,310,9246,127,272,930,5805,1622,351,139,1,0,0,0,1,0,0,0,14113,266,506,1126,7547,3111,1108,449
2017-18,Haryana,Ambala,155,1,7,60,70,14,2,1,168,2,3,9,74,74,4,2,0,0,0,0,0,0,0,0,323,3,10,69,144,88,6,3
2017-18,Haryana,Bhiwani,127,0,10,26,35,28,19,9,219,0,2,39,154,22,1,1,0,0,0,0,0,0,0,0,346,0,12,65,189,50,20,10
2017-18,Haryana,Faridabad,474,15,45,57,218,71,41,27,631,14,25,49,457,72,6,8,0,0,0,0,0,0,0,0,1105,29,70,106,675,143,47,35
2017-18,Haryana,Fatehabad,173,16,20,17,48,46,20,6,303,12,14,26,160,77,10,4,0,0,0,0,0,0,0,0,476,28,34,43,208,123,30,10
2017-18,Haryana,GRP,13,2,0,0,7,2,2,0,6,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,19,2,0,1,11,2,2,1
2017-18,Haryana,Gurugram,202,4,24,22,50,58,26,18,371,0,36,101,136,89,6,3,0,0,0,0,0,0,0,0,573,4,60,123,186,147,32,21
2017-18,Haryana,Hissar,139,0,13,25,29,46,21,5,372,3,7,90,201,65,3,3,0,0,0,0,0,0,0,0,511,3,20,115,230,111,24,8
2017-18,Haryana,Jhajjar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Haryana,Jind,168,0,7,16,58,45,31,11,258,1,1,29,174,47,4,2,0,0,0,0,0,0,0,0,426,1,8,45,232,92,35,13
2017-18,Haryana,Kaithal,156,6,8,22,42,43,21,14,116,2,4,10,81,15,2,2,0,0,0,0,0,0,0,0,272,8,12,32,123,58,23,16
2017-18,Haryana,Karnal,74,0,11,2,29,12,17,3,68,0,1,10,40,10,3,4,0,0,0,0,0,0,0,0,142,0,12,12,69,22,20,7
2017-18,Haryana,Kurukshetra,207,11,32,13,46,73,22,10,281,7,9,28,139,87,9,2,0,0,0,0,0,0,0,0,488,18,41,41,185,160,31,12
2017-18,Haryana,Mahendergarh,84,5,10,13,28,18,9,1,136,2,3,23,94,12,2,0,0,0,0,0,0,0,0,0,220,7,13,36,122,30,11,1
2017-18,Haryana,Mewat,48,0,9,9,19,7,3,1,41,0,1,5,23,12,0,0,0,0,0,0,0,0,0,0,89,0,10,14,42,19,3,1
2017-18,Haryana,Palwal,160,0,35,48,56,14,4,3,168,0,10,54,64,36,4,0,0,0,0,0,0,0,0,0,328,0,45,102,120,50,8,3
2017-18,Haryana,Panchkula,75,0,0,2,44,22,7,0,179,0,0,27,72,52,28,0,0,0,0,0,0,0,0,0,254,0,0,29,116,74,35,0
2017-18,Haryana,Panipat,220,26,57,42,56,11,19,9,352,28,48,107,81,56,27,5,0,0,0,0,0,0,0,0,572,54,105,149,137,67,46,14
2017-18,Haryana,Rewari,148,5,20,22,37,36,20,8,269,5,17,40,166,32,7,2,0,0,0,0,0,0,0,0,417,10,37,62,203,68,27,10
2017-18,Haryana,Rohtak,332,12,30,52,116,72,34,16,335,11,13,33,198,68,4,8,0,0,0,0,0,0,0,0,667,23,43,85,314,140,38,24
2017-18,Haryana,Sirsa,113,0,10,15,34,33,16,5,337,2,8,45,239,40,2,1,0,0,0,0,0,0,0,0,450,2,18,60,273,73,18,6
2017-18,Haryana,Sonipat,126,1,8,24,29,33,24,7,253,1,5,33,111,98,3,2,0,0,0,0,0,0,0,0,379,2,13,57,140,131,27,9
2017-18,Haryana,Yamunanagar,181,4,11,32,57,45,24,8,275,2,7,48,178,33,5,2,0,0,0,0,0,0,0,0,456,6,18,80,235,78,29,10
2017-18,Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Haryana,Charkhi Dadri,38,0,2,4,19,6,5,2,82,0,0,2,68,9,2,1,0,0,0,0,0,0,0,0,120,0,2,6,87,15,7,3
2017-18,Haryana,Hansi,38,1,4,4,17,4,4,4,91,0,0,18,62,7,3,1,0,0,0,0,0,0,0,0,129,1,4,22,79,11,7,5
2017-18,Haryana,Total,3451,109,373,527,1144,739,391,168,5311,92,214,827,2976,1013,135,54,0,0,0,0,0,0,0,0,8762,201,587,1354,4120,1752,526,222
2017-18,Himachal Pradesh,Baddi,62,1,3,2,25,23,5,3,70,0,7,12,43,6,1,1,0,0,0,0,0,0,0,0,132,1,10,14,68,29,6,4
2017-18,Himachal Pradesh,Bilaspur,38,0,0,4,9,17,5,3,100,0,1,14,55,26,2,2,0,0,0,0,0,0,0,0,138,0,1,18,64,43,7,5
2017-18,Himachal Pradesh,Chamba,29,0,6,3,10,6,3,1,69,0,0,4,51,10,3,1,0,0,0,0,0,0,0,0,98,0,6,7,61,16,6,2
2017-18,Himachal Pradesh,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Himachal Pradesh,GRP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-18,Himachal Pradesh,Hamirpur,21,0,2,4,8,5,2,0,47,0,0,5,34,6,1,1,0,0,0,0,0,0,0,0,68,0,2,9,42,11,3,1
2017-18,Himachal Pradesh,Kangra,114,0,4,12,36,25,27,10,190,0,0,15,58,49,53,15,0,0,0,0,0,0,0,0,304,0,4,27,94,74,80,25
2017-18,Himachal Pradesh,Kinnaur,10,0,0,1,2,3,2,2,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,14,0,0,1,3,6,2,2
2017-18,Himachal Pradesh,Kullu,58,0,2,5,15,19,15,2,54,0,0,8,31,11,3,1,0,0,0,0,0,0,0,0,112,0,2,13,46,30,18,3
2017-18,Himachal Pradesh,Lahaul & Spiti,7,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,3,1
2017-18,Himachal Pradesh,Mandi,102,0,1,16,21,31,25,8,276,0,2,63,120,76,7,8,0,0,0,0,0,0,0,0,378,0,3,79,141,107,32,16
2017-18,Himachal Pradesh,Shimla,43,1,18,19,3,2,0,0,66,0,18,45,0,3,0,0,0,0,0,0,0,0,0,0,109,1,36,64,3,5,0,0
2017-18,Himachal Pradesh,Sirmaur,47,3,4,3,15,8,11,3,114,2,7,18,68,14,4,1,0,0,0,0,0,0,0,0,161,5,11,21,83,22,15,4
2017-18,Himachal Pradesh,Solan,42,0,1,4,16,13,6,2,98,0,1,19,61,15,1,1,0,0,0,0,0,0,0,0,140,0,2,23,77,28,7,3
2017-18,Himachal Pradesh,Una,96,0,4,2,15,37,23,15,90,0,2,16,34,28,7,3,0,0,0,0,0,0,0,0,186,0,6,18,49,65,30,18
2017-18,Himachal Pradesh,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Himachal Pradesh,Total,669,5,45,75,176,191,127,50,1179,2,38,219,556,247,83,34,0,0,0,0,0,0,0,0,1848,7,83,294,732,438,210,84
2017-18,Kashmir,Anantnag,56,0,4,1,34,12,5,0,53,1,3,0,34,13,2,0,0,0,0,0,0,0,0,0,109,1,7,1,68,25,7,0
2017-18,Kashmir,Awantipora,23,0,0,0,15,8,0,0,12,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,24,11,0,0
2017-18,Kashmir,Bandipora,16,0,0,6,8,2,0,0,22,0,0,4,12,5,0,1,0,0,0,0,0,0,0,0,38,0,0,10,20,7,0,1
2017-18,Kashmir,Baramulla,5,0,0,2,0,0,3,0,13,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,18,0,0,5,7,3,3,0
2017-18,Kashmir,Budgam,48,4,0,0,24,18,2,0,100,2,0,0,80,17,1,0,0,0,0,0,0,0,0,0,148,6,0,0,104,35,3,0
2017-18,Kashmir,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Kashmir,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Kashmir,Doda,22,0,0,3,7,11,1,0,55,0,0,4,27,23,1,0,0,0,0,0,0,0,0,0,77,0,0,7,34,34,2,0
2017-18,Kashmir,Ganderbal,27,0,1,3,14,6,0,3,66,0,0,13,41,11,0,1,0,0,0,0,0,0,0,0,93,0,1,16,55,17,0,4
2017-18,Kashmir,Handwara,31,0,0,6,19,3,3,0,6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,37,0,0,6,22,5,4,0
2017-18,Kashmir,Jammu,231,0,0,0,103,102,26,0,199,0,0,0,89,69,41,0,0,0,0,0,0,0,0,0,430,0,0,0,192,171,67,0
2017-18,Kashmir,Kargil,5,0,0,0,2,3,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,4,4,0,0
2017-18,Kashmir,Kathua,42,0,1,5,18,11,4,3,137,0,6,22,85,23,1,0,0,0,0,0,0,0,0,0,179,0,7,27,103,34,5,3
2017-18,Kashmir,Kishtwar,24,0,0,1,15,7,0,1,23,0,1,9,8,5,0,0,0,0,0,0,0,0,0,0,47,0,1,10,23,12,0,1
2017-18,Kashmir,Kulgam,42,0,0,0,27,15,0,0,27,0,0,0,22,4,1,0,0,0,0,0,0,0,0,0,69,0,0,0,49,19,1,0
2017-18,Kashmir,Kupwara,92,0,1,9,49,32,1,0,83,0,0,18,53,12,0,0,0,0,0,0,0,0,0,0,175,0,1,27,102,44,1,0
2017-18,Kashmir,Leh,8,0,0,0,2,5,1,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,8,1,0
2017-18,Kashmir,Poonch,19,0,0,1,9,6,2,1,58,0,0,1,53,4,0,0,0,0,0,0,0,0,0,0,77,0,0,2,62,10,2,1
2017-18,Kashmir,Pulwama,38,0,0,0,31,7,0,0,12,0,0,0,6,3,2,1,0,0,0,0,0,0,0,0,50,0,0,0,37,10,2,1
2017-18,Kashmir,Railways Jammu,7,0,0,0,0,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,4,2
2017-18,Kashmir,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Kashmir,Railways Katra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-18,Kashmir,Rajouri,8,0,0,3,4,1,0,0,46,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,54,0,0,3,47,4,0,0
2017-18,Kashmir,Ramban,16,0,2,3,3,4,4,0,34,0,1,3,24,6,0,0,0,0,0,0,0,0,0,0,50,0,3,6,27,10,4,0
2017-18,Kashmir,Reasi,20,0,0,0,8,7,1,4,62,0,0,0,43,17,1,1,0,0,0,0,0,0,0,0,82,0,0,0,51,24,2,5
2017-18,Kashmir,Samba,31,0,1,0,13,12,2,3,52,1,3,6,34,8,0,0,0,0,0,0,0,0,0,0,83,1,4,6,47,20,2,3
2017-18,Kashmir,Shopian,43,0,0,5,38,0,0,0,27,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,70,0,0,20,50,0,0,0
2017-18,Kashmir,Sopore,34,0,4,3,16,11,0,0,17,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,51,0,4,3,31,13,0,0
2017-18,Kashmir,Srinagar,118,0,9,12,31,61,5,0,108,0,21,52,3,32,0,0,0,0,0,0,0,0,0,0,226,0,30,64,34,93,5,0
2017-18,Kashmir,Udhampur,88,0,0,4,47,31,4,2,112,0,0,10,82,18,1,1,0,0,0,0,0,0,0,0,200,0,0,14,129,49,5,3
2017-18,Kashmir,Total,1094,4,23,67,537,377,67,19,1335,4,35,161,789,287,54,5,0,0,0,0,0,0,0,0,2429,8,58,228,1326,664,121,24
2017-18,Jharkhand,Bokaro,7,0,3,4,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,20,0,0,0,0
2017-18,Jharkhand,Chaibasa,5,1,2,1,1,0,0,0,28,0,7,10,8,3,0,0,0,0,0,0,0,0,0,0,33,1,9,11,9,3,0,0
2017-18,Jharkhand,Chatra,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,3,0,1,0,0,0,8,0,6,0,2,0,0,0
2017-18,Jharkhand,Deoghar,13,0,1,7,5,0,0,0,13,0,1,5,4,1,2,0,0,0,0,0,0,0,0,0,26,0,2,12,9,1,2,0
2017-18,Jharkhand,Dhanbad,19,0,1,3,5,7,3,0,10,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,29,0,1,7,7,10,4,0
2017-18,Jharkhand,Dhanbad Railway,5,0,0,0,4,0,0,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,1,4,0,0,3
2017-18,Jharkhand,Dumka,23,0,0,7,8,5,3,0,19,0,0,4,6,2,1,6,0,0,0,0,0,0,0,0,42,0,0,11,14,7,4,6
2017-18,Jharkhand,Garhwa,7,0,3,2,1,0,1,0,9,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,16,0,3,4,3,5,1,0
2017-18,Jharkhand,Giridih,26,1,4,8,2,4,5,2,24,0,1,8,10,2,1,2,0,0,0,0,0,0,0,0,50,1,5,16,12,6,6,4
2017-18,Jharkhand,Godda,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0
2017-18,Jharkhand,Gumla,6,0,3,1,1,1,0,0,28,0,5,21,2,0,0,0,0,0,0,0,0,0,0,0,34,0,8,22,3,1,0,0
2017-18,Jharkhand,Hazaribagh,33,0,12,6,5,3,4,3,43,0,7,17,11,5,2,1,0,0,0,0,0,0,0,0,76,0,19,23,16,8,6,4
2017-18,Jharkhand,Jamshedpur,23,0,5,6,4,4,4,0,13,0,4,4,4,0,0,1,0,0,0,0,0,0,0,0,36,0,9,10,8,4,4,1
2017-18,Jharkhand,Jamshedpur Railway,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1
2017-18,Jharkhand,Jamtara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Jharkhand,Khunti,14,0,2,8,2,1,1,0,30,0,10,14,6,0,0,0,0,0,0,0,0,0,0,0,44,0,12,22,8,1,1,0
2017-18,Jharkhand,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Jharkhand,Latehar,13,0,4,0,4,3,0,2,9,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,22,0,7,0,9,3,1,2
2017-18,Jharkhand,Lohardagga,11,1,6,1,3,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,14,1,6,2,5,0,0,0
2017-18,Jharkhand,Pakur,3,0,1,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0
2017-18,Jharkhand,Palamu,38,0,12,9,5,6,3,3,33,0,4,12,15,0,0,2,0,0,0,0,0,0,0,0,71,0,16,21,20,6,3,5
2017-18,Jharkhand,Ramgarh,3,0,0,1,1,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2,1,0,0
2017-18,Jharkhand,Ranchi,82,0,9,13,32,18,10,0,104,0,12,21,29,32,10,0,0,0,0,0,0,0,0,0,186,0,21,34,61,50,20,0
2017-18,Jharkhand,Sahebganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Jharkhand,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Jharkhand,Simdega,3,0,2,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,1,0,0
2017-18,Jharkhand,Total,339,3,73,77,85,54,36,11,399,0,57,146,110,53,18,15,4,0,3,0,1,0,0,0,742,3,133,223,196,107,54,26
2017-18,Karnataka,Bagalkot,37,1,1,0,15,12,3,5,87,0,0,0,74,11,2,0,0,0,0,0,0,0,0,0,124,1,1,0,89,23,5,5
2017-18,Karnataka,Bengaluru City,2203,88,85,101,501,783,425,220,3382,102,81,298,1877,716,183,125,0,0,0,0,0,0,0,0,5585,190,166,399,2378,1499,608,345
2017-18,Karnataka,Bengaluru District,264,12,4,8,53,99,53,35,548,13,12,44,316,118,28,17,0,0,0,0,0,0,0,0,812,25,16,52,369,217,81,52
2017-18,Karnataka,Belagavi District,147,2,0,18,46,43,23,15,226,1,0,19,163,37,5,1,0,0,0,0,0,0,0,0,373,3,0,37,209,80,28,16
2017-18,Karnataka,Ballari,114,4,12,3,41,45,2,7,158,2,5,5,119,17,9,1,0,0,0,0,0,0,0,0,272,6,17,8,160,62,11,8
2017-18,Karnataka,Bidar,30,0,0,1,8,12,7,2,78,0,0,0,62,12,2,2,0,0,0,0,0,0,0,0,108,0,0,1,70,24,9,4
2017-18,Karnataka,Vijayapura,89,0,3,12,37,19,10,8,119,1,8,0,94,8,3,5,0,0,0,0,0,0,0,0,208,1,11,12,131,27,13,13
2017-18,Karnataka,Chikkaballapura,103,8,7,3,15,36,22,12,251,4,4,3,187,47,2,4,0,0,0,0,0,0,0,0,354,12,11,6,202,83,24,16
2017-18,Karnataka,Chamarajnagar,50,1,3,1,12,11,12,10,101,3,2,2,66,22,4,2,0,0,0,0,0,0,0,0,151,4,5,3,78,33,16,12
2017-18,Karnataka,Chikkamagaluru,79,4,3,4,26,18,14,10,127,0,4,0,102,12,3,6,2,0,0,0,2,0,0,0,208,4,7,4,130,30,17,16
2017-18,Karnataka,Chitradurga,90,0,0,1,29,31,20,9,187,1,0,0,121,47,8,10,0,0,0,0,0,0,0,0,277,1,0,1,150,78,28,19
