Year,State,District,Total_Male,Male_Below_5_years,Male_5 years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_ &_Above_Below_30_years,Male_30_years_&_ Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5 years & Above–Below 14  years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14 years & Above - Below 18 years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2019-20,Nagaland,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Total Districts ,14,0,2,2,6,1,2,1,27,0,8,9,8,2,0,0,0,0,0,0,0,0,0,0,41,0,10,11,14,3,2,1
2019-20,Odisha,Angul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Balasore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Baragarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Berhampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Bhadrak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Bolangir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Boudh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Cuttack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,DCP BBSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,DCP CTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Deogarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Dhenkanal,55,0,2,4,21,20,8,0,255,0,8,31,199,14,3,0,0,0,0,0,0,0,0,0,310,0,10,35,220,34,11,0
2019-20,Odisha,Gajapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Ganjam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Jagatsinghpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Jajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Jharsuguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Kalahandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Kandhamal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Kendrapara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Keonjhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Khurda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Koraput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Malkangiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Mayurbhanj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Nayagarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Nabarangpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Nuapada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Puri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Rayagada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Rourkela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Sambalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Sonepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,SRP(Cuttack),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,SRP(Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,Sundargarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Odisha,CID CB,2781,24,138,175,1085,728,395,236,11601,16,386,2115,7441,1280,214,149,0,0,0,0,0,0,0,0,14382,40,524,2290,8526,2008,609,385
2019-20,Odisha,Total Districts ,2836,24,140,179,1106,748,403,236,11856,16,394,2146,7640,1294,217,149,0,0,0,0,0,0,0,0,14692,40,534,2325,8746,2042,620,385
2019-20,Punjab,Amritsar Rural,32,2,3,0,7,12,5,3,90,1,7,59,13,7,2,1,0,0,0,0,0,0,0,0,122,3,10,59,20,19,7,4
2019-20,Punjab,Barnala,13,0,0,1,1,7,2,2,21,0,0,11,6,3,0,1,0,0,0,0,0,0,0,0,34,0,0,12,7,10,2,3
2019-20,Punjab,Batala,41,0,0,1,16,14,9,1,14,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,55,0,0,1,23,19,11,1
2019-20,Punjab,Bathinda,39,1,1,0,14,11,6,6,36,2,0,1,21,10,2,0,0,0,0,0,0,0,0,0,75,3,1,1,35,21,8,6
2019-20,Punjab,CP Amritsar,79,0,4,5,26,22,16,6,139,0,7,60,56,13,3,0,0,0,0,0,0,0,0,0,218,0,11,65,82,35,19,6
2019-20,Punjab,CP Jalandhar,140,0,0,0,64,48,17,11,172,0,0,0,135,30,4,3,0,0,0,0,0,0,0,0,312,0,0,0,199,78,21,14
2019-20,Punjab,CP Ludhiana,60,4,10,5,16,15,8,2,68,1,5,19,34,7,2,0,0,0,0,0,0,0,0,0,128,5,15,24,50,22,10,2
2019-20,Punjab,Faridkot,18,0,0,0,8,3,7,0,11,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,17,5,7,0
2019-20,Punjab,Fatehgarh Sahib,84,2,4,3,23,23,15,14,53,0,1,1,43,7,0,1,0,0,0,0,0,0,0,0,137,2,5,4,66,30,15,15
2019-20,Punjab,Fazilka,51,1,2,2,16,14,12,4,47,1,2,3,30,10,1,0,0,0,0,0,0,0,0,0,98,2,4,5,46,24,13,4
2019-20,Punjab,Ferozepur,59,0,0,0,20,15,17,7,64,0,2,29,21,4,3,5,0,0,0,0,0,0,0,0,123,0,2,29,41,19,20,12
2019-20,Punjab,GRP,2,1,0,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,1,0
2019-20,Punjab,Gurdaspur,15,0,0,2,6,2,2,3,9,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,24,0,0,2,7,7,3,5
2019-20,Punjab,Hoshiarpur,43,0,0,0,14,12,9,8,191,1,3,38,90,53,5,1,0,0,0,0,0,0,0,0,234,1,3,38,104,65,14,9
2019-20,Punjab,Jalandhar Rural,117,3,12,7,38,24,24,9,237,5,15,21,130,61,4,1,0,0,0,0,0,0,0,0,354,8,27,28,168,85,28,10
2019-20,Punjab,Kapurthala,29,0,0,0,13,11,5,0,25,0,0,0,16,8,0,1,0,0,0,0,0,0,0,0,54,0,0,0,29,19,5,1
2019-20,Punjab,Khanna,42,0,2,1,11,18,4,6,49,0,1,8,27,9,3,1,0,0,0,0,0,0,0,0,91,0,3,9,38,27,7,7
2019-20,Punjab,Ludhiana Rural,26,0,0,0,9,9,4,4,9,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,15,12,4,4
2019-20,Punjab,Mansa,4,0,0,0,0,1,3,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,3,0
2019-20,Punjab,Moga,65,0,3,0,25,18,12,7,37,1,0,1,22,11,1,1,0,0,0,0,0,0,0,0,102,1,3,1,47,29,13,8
2019-20,Punjab,Muktsar,53,0,0,1,11,30,7,4,44,1,1,0,26,11,4,1,0,0,0,0,0,0,0,0,97,1,1,1,37,41,11,5
2019-20,Punjab,Pathankot,22,2,0,0,2,12,5,1,16,0,0,0,9,4,3,0,0,0,0,0,0,0,0,0,38,2,0,0,11,16,8,1
2019-20,Punjab,Patiala,60,1,4,10,21,13,10,1,213,6,12,83,92,18,2,0,0,0,0,0,0,0,0,0,273,7,16,93,113,31,12,1
2019-20,Punjab,Ropar,42,1,2,1,14,14,6,4,40,1,3,19,9,3,3,2,0,0,0,0,0,0,0,0,82,2,5,20,23,17,9,6
2019-20,Punjab,Sangrur,28,4,2,2,10,5,4,1,113,2,10,67,27,5,2,0,0,0,0,0,0,0,0,0,141,6,12,69,37,10,6,1
2019-20,Punjab,SAS Nagar,18,0,0,0,5,7,5,1,24,0,0,2,12,8,1,1,0,0,0,0,0,0,0,0,42,0,0,2,17,15,6,2
2019-20,Punjab,SBS Nagar,20,0,2,0,3,6,3,6,30,0,9,6,7,7,1,0,0,0,0,0,0,0,0,0,50,0,11,6,10,13,4,6
2019-20,Punjab,Tarn Taran,49,1,1,6,12,14,11,4,24,0,1,3,8,7,4,1,0,0,0,0,0,0,0,0,73,1,2,9,20,21,15,5
2019-20,Punjab,Bureau of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Punjab,NRI Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Punjab,Total Districts ,1251,23,52,47,405,380,229,115,1784,23,79,431,862,313,53,23,0,0,0,0,0,0,0,0,3035,46,131,478,1267,693,282,138
2019-20,Rajasthan,Ajmer,285,7,21,18,92,80,54,13,947,7,35,137,544,190,27,7,0,0,0,0,0,0,0,0,1232,14,56,155,636,270,81,20
2019-20,Rajasthan,Alwar,128,1,7,14,31,42,26,7,309,0,10,63,147,77,9,3,0,0,0,0,0,0,0,0,437,1,17,77,178,119,35,10
2019-20,Rajasthan,Banswara,75,0,0,1,41,20,11,2,251,0,0,5,152,85,9,0,0,0,0,0,0,0,0,0,326,0,0,6,193,105,20,2
2019-20,Rajasthan,Baran,87,1,1,10,31,22,14,8,428,1,6,67,301,49,1,3,0,0,0,0,0,0,0,0,515,2,7,77,332,71,15,11
2019-20,Rajasthan,Barmer,41,1,0,4,20,8,6,2,173,1,10,38,112,10,1,1,0,0,0,0,0,0,0,0,214,2,10,42,132,18,7,3
2019-20,Rajasthan,Bharatpur,113,1,7,6,59,25,10,5,178,0,5,4,113,34,16,6,0,0,0,0,0,0,0,0,291,1,12,10,172,59,26,11
2019-20,Rajasthan,Bhilwara,170,1,2,8,101,41,11,6,949,0,10,195,631,100,8,5,0,0,0,0,0,0,0,0,1119,1,12,203,732,141,19,11
2019-20,Rajasthan,Bikaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,Bundi,74,0,3,3,46,13,6,3,436,0,13,84,336,3,0,0,0,0,0,0,0,0,0,0,510,0,16,87,382,16,6,3
2019-20,Rajasthan,Chittorgarh,141,0,0,9,81,33,15,3,717,0,10,144,486,71,5,1,0,0,0,0,0,0,0,0,858,0,10,153,567,104,20,4
2019-20,Rajasthan,Churu,63,0,1,6,27,23,5,1,265,0,4,31,207,22,1,0,0,0,0,0,0,0,0,0,328,0,5,37,234,45,6,1
2019-20,Rajasthan,Dausa,162,1,2,7,76,45,26,5,168,0,6,20,95,37,9,1,0,0,0,0,0,0,0,0,330,1,8,27,171,82,35,6
2019-20,Rajasthan,Dholpur,42,2,5,0,19,10,4,2,87,2,0,0,63,20,1,1,0,0,0,0,0,0,0,0,129,4,5,0,82,30,5,3
2019-20,Rajasthan,Dungarpur,53,0,1,3,32,10,6,1,313,0,9,44,212,45,3,0,0,0,0,0,0,0,0,0,366,0,10,47,244,55,9,1
2019-20,Rajasthan,GRP Ajmer,6,0,1,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,3
2019-20,Rajasthan,GRP Jodhpur,6,0,1,0,2,0,3,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,9,0,1,1,2,1,4,0
2019-20,Rajasthan,Ganganagar,284,0,4,12,82,107,55,24,1417,0,2,2,66,754,508,85,0,0,0,0,0,0,0,0,1701,0,6,14,148,861,563,109
2019-20,Rajasthan,Hanumangarh,132,0,1,6,72,28,20,5,412,1,6,51,305,45,4,0,0,0,0,0,0,0,0,0,544,1,7,57,377,73,24,5
2019-20,Rajasthan,Jaipur East,186,0,4,2,91,51,24,14,338,3,8,6,221,77,12,11,0,0,0,0,0,0,0,0,524,3,12,8,312,128,36,25
2019-20,Rajasthan,Jaipur North,166,4,5,9,77,42,15,14,351,1,9,59,237,40,4,1,0,0,0,0,0,0,0,0,517,5,14,68,314,82,19,15
2019-20,Rajasthan,Jaipur Rural,180,2,0,3,61,51,31,32,243,25,3,27,123,40,12,13,0,0,0,0,0,0,0,0,423,27,3,30,184,91,43,45
2019-20,Rajasthan,Jaipur South,220,1,10,23,98,49,30,9,402,1,18,79,246,45,8,5,0,0,0,0,0,0,0,0,622,2,28,102,344,94,38,14
2019-20,Rajasthan,Jaipur West,234,0,6,26,86,65,21,30,390,0,11,88,247,34,7,3,0,0,0,0,0,0,0,0,624,0,17,114,333,99,28,33
2019-20,Rajasthan,Jaisalmer,19,0,1,0,9,4,2,3,47,0,3,7,30,7,0,0,0,0,0,0,0,0,0,0,66,0,4,7,39,11,2,3
2019-20,Rajasthan,Jalore,56,0,1,4,28,17,4,2,334,0,4,58,231,37,3,1,0,0,0,0,0,0,0,0,390,0,5,62,259,54,7,3
2019-20,Rajasthan,Jhalawar,88,0,3,7,45,25,6,2,504,0,27,98,320,44,8,7,0,0,0,0,0,0,0,0,592,0,30,105,365,69,14,9
2019-20,Rajasthan,Jhunjhunu,82,0,4,6,33,20,14,5,434,0,9,50,339,33,2,1,0,0,0,0,0,0,0,0,516,0,13,56,372,53,16,6
2019-20,Rajasthan,Jodhpur East,89,1,1,1,48,25,12,1,209,2,5,30,149,15,7,1,0,0,0,0,0,0,0,0,298,3,6,31,197,40,19,2
2019-20,Rajasthan,Jodhpur West,151,0,4,13,62,54,15,3,255,0,8,41,143,55,6,2,0,0,0,0,0,0,0,0,406,0,12,54,205,109,21,5
2019-20,Rajasthan,Jodhpur Rural,65,0,3,7,39,10,4,2,175,0,6,39,115,15,0,0,0,0,0,0,0,0,0,0,240,0,9,46,154,25,4,2
2019-20,Rajasthan,Karauli,49,0,1,6,19,18,3,2,87,0,1,3,50,27,2,4,0,0,0,0,0,0,0,0,136,0,2,9,69,45,5,6
2019-20,Rajasthan,Kota City,246,2,6,27,77,73,38,23,632,0,6,104,402,91,21,8,0,0,0,0,0,0,0,0,878,2,12,131,479,164,59,31
2019-20,Rajasthan,Kota Rural,67,0,4,1,30,22,9,1,384,0,9,66,258,45,5,1,0,0,0,0,0,0,0,0,451,0,13,67,288,67,14,2
2019-20,Rajasthan,Nagaur,125,0,2,12,76,18,17,0,450,0,10,83,333,20,4,0,0,0,0,0,0,0,0,0,575,0,12,95,409,38,21,0
2019-20,Rajasthan,Pali,315,28,32,10,102,87,37,19,1023,37,30,9,732,186,22,7,0,0,0,0,0,0,0,0,1338,65,62,19,834,273,59,26
2019-20,Rajasthan,Pratapgarh,53,0,0,6,25,18,4,0,277,0,0,71,185,18,1,2,0,0,0,0,0,0,0,0,330,0,0,77,210,36,5,2
2019-20,Rajasthan,Rajsamand,94,0,4,7,51,19,10,3,672,0,6,99,482,75,6,4,0,0,0,0,0,0,0,0,766,0,10,106,533,94,16,7
2019-20,Rajasthan,Sawai Madhopur,34,0,3,5,14,4,7,1,125,0,2,4,106,11,2,0,0,0,0,0,0,0,0,0,159,0,5,9,120,15,9,1
2019-20,Rajasthan,Sikar,146,1,9,15,66,26,22,7,516,0,9,89,357,55,4,2,0,0,0,0,0,0,0,0,662,1,18,104,423,81,26,9
2019-20,Rajasthan,Sirohi,57,0,1,4,31,16,3,2,313,0,6,30,228,42,6,1,0,0,0,0,0,0,0,0,370,0,7,34,259,58,9,3
2019-20,Rajasthan,Tonk,54,0,0,5,26,15,1,7,266,0,1,15,203,40,6,1,0,0,0,0,0,0,0,0,320,0,1,20,229,55,7,8
2019-20,Rajasthan,Udaipur,199,0,6,3,80,89,18,3,851,0,8,92,490,206,53,2,0,0,0,0,0,0,0,0,1050,0,14,95,570,295,71,5
2019-20,Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,SCRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,SOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,SSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Rajasthan,Bhiwadi,107,0,7,14,53,23,7,3,269,1,13,75,139,38,3,0,0,0,0,0,0,0,0,0,376,1,20,89,192,61,10,3
2019-20,Rajasthan,Total Districts ,4944,54,174,323,2141,1348,626,278,16601,82,338,2208,10137,2839,807,190,0,0,0,0,0,0,0,0,21545,136,512,2531,12278,4187,1433,468
2019-20,Sikkim,East,20,0,0,0,9,4,5,2,50,0,3,4,30,13,0,0,0,0,0,0,0,0,0,0,70,0,3,4,39,17,5,2
2019-20,Sikkim,North,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-20,Sikkim,South,12,0,0,0,1,9,2,0,23,0,0,2,12,9,0,0,0,0,0,0,0,0,0,0,35,0,0,2,13,18,2,0
2019-20,Sikkim,West,5,0,0,0,1,4,0,0,22,0,0,2,7,13,0,0,0,0,0,0,0,0,0,0,27,0,0,2,8,17,0,0
2019-20,Sikkim,Total Districts ,38,0,0,0,12,17,7,2,95,0,3,8,49,35,0,0,0,0,0,0,0,0,0,0,133,0,3,8,61,52,7,2
2019-20,Tamil Nadu,Ariyalur,47,3,7,3,17,9,4,4,241,5,6,53,159,11,4,3,0,0,0,0,0,0,0,0,288,8,13,56,176,20,8,7
2019-20,Tamil Nadu,Chennai,1082,36,71,73,256,289,151,206,2097,36,66,449,1126,209,83,128,1,0,0,0,0,1,0,0,3180,72,137,522,1382,499,234,334
2019-20,Tamil Nadu,Coimbatore,129,7,14,0,23,32,28,25,374,4,33,112,125,75,13,12,1,0,0,0,0,0,1,0,504,11,47,112,148,107,42,37
2019-20,Tamil Nadu,Coimbatore City,111,4,12,12,18,29,20,16,230,2,19,55,104,37,8,5,0,0,0,0,0,0,0,0,341,6,31,67,122,66,28,21
2019-20,Tamil Nadu,Cuddalore,81,0,4,8,27,19,13,10,294,0,4,37,220,19,6,8,0,0,0,0,0,0,0,0,375,0,8,45,247,38,19,18
2019-20,Tamil Nadu,Dharmapuri,30,1,6,2,5,5,8,3,133,2,8,57,42,21,2,1,0,0,0,0,0,0,0,0,163,3,14,59,47,26,10,4
2019-20,Tamil Nadu,Dindigul,68,6,12,6,11,12,9,12,230,7,6,85,103,19,2,8,0,0,0,0,0,0,0,0,298,13,18,91,114,31,11,20
2019-20,Tamil Nadu,Erode,139,14,19,3,24,41,22,16,517,15,23,117,233,107,14,8,0,0,0,0,0,0,0,0,656,29,42,120,257,148,36,24
2019-20,Tamil Nadu,Kanchipuram,76,1,4,9,27,15,8,12,253,1,3,30,112,76,18,13,0,0,0,0,0,0,0,0,329,2,7,39,139,91,26,25
2019-20,Tamil Nadu,Kanyakumari,158,10,20,3,26,34,34,31,255,13,16,1,138,64,13,10,0,0,0,0,0,0,0,0,413,23,36,4,164,98,47,41
2019-20,Tamil Nadu,Karur,57,6,3,4,18,10,6,10,187,4,4,51,111,14,1,2,0,0,0,0,0,0,0,0,244,10,7,55,129,24,7,12
2019-20,Tamil Nadu,Krishnagiri,57,1,9,3,14,16,9,5,133,5,8,31,68,15,4,2,0,0,0,0,0,0,0,0,190,6,17,34,82,31,13,7
2019-20,Tamil Nadu,Madurai,126,8,14,12,9,51,25,7,377,10,18,81,174,65,23,6,0,0,0,0,0,0,0,0,503,18,32,93,183,116,48,13
2019-20,Tamil Nadu,Madurai City,136,5,18,7,31,21,31,23,370,12,11,44,231,40,9,23,0,0,0,0,0,0,0,0,506,17,29,51,262,61,40,46
2019-20,Tamil Nadu,Nagapattinam,41,5,6,0,8,9,6,7,191,9,6,31,92,47,5,1,0,0,0,0,0,0,0,0,232,14,12,31,100,56,11,8
2019-20,Tamil Nadu,Namakkal,70,8,6,8,10,17,10,11,275,9,14,62,128,54,4,4,0,0,0,0,0,0,0,0,345,17,20,70,138,71,14,15
2019-20,Tamil Nadu,Nilgiris,30,5,4,4,5,5,4,3,87,1,11,25,43,4,1,2,0,0,0,0,0,0,0,0,117,6,15,29,48,9,5,5
2019-20,Tamil Nadu,Perambalur,24,1,0,3,8,6,1,5,115,1,2,32,63,12,4,1,0,0,0,0,0,0,0,0,139,2,2,35,71,18,5,6
2019-20,Tamil Nadu,Pudukottai,72,3,9,4,16,22,10,8,320,1,8,57,191,50,8,5,0,0,0,0,0,0,0,0,392,4,17,61,207,72,18,13
2019-20,Tamil Nadu,Ramnathapuram,71,11,7,6,16,19,3,9,267,11,4,37,182,22,8,3,0,0,0,0,0,0,0,0,338,22,11,43,198,41,11,12
2019-20,Tamil Nadu,Railway Chennai,7,2,0,2,2,1,0,0,10,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,17,4,0,6,5,1,0,1
2019-20,Tamil Nadu,Railway Trichy,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
2019-20,Tamil Nadu,Salem,62,1,7,9,8,12,14,11,256,0,56,69,53,29,38,11,0,0,0,0,0,0,0,0,318,1,63,78,61,41,52,22
2019-20,Tamil Nadu,Salem City,105,8,12,16,22,20,16,11,237,11,16,44,138,20,3,5,0,0,0,0,0,0,0,0,342,19,28,60,160,40,19,16
2019-20,Tamil Nadu,Sivagangai,37,2,3,2,4,13,6,7,151,3,8,36,67,32,5,0,0,0,0,0,0,0,0,0,188,5,11,38,71,45,11,7
2019-20,Tamil Nadu,Thanjavur,95,7,9,5,12,26,22,14,359,15,6,79,202,44,8,5,0,0,0,0,0,0,0,0,454,22,15,84,214,70,30,19
2019-20,Tamil Nadu,Theni,52,5,8,5,12,13,5,4,133,2,10,61,45,10,3,2,0,0,0,0,0,0,0,0,185,7,18,66,57,23,8,6
2019-20,Tamil Nadu,Thirunelveli,61,8,12,2,11,6,15,7,226,8,13,54,82,58,6,5,0,0,0,0,0,0,0,0,287,16,25,56,93,64,21,12
2019-20,Tamil Nadu,Thirunelveli City,46,1,5,9,8,9,8,6,126,3,4,16,48,22,26,7,0,0,0,0,0,0,0,0,172,4,9,25,56,31,34,13
2019-20,Tamil Nadu,Thiruvallur,190,9,23,15,42,47,37,17,588,0,26,99,372,59,17,15,0,0,0,0,0,0,0,0,778,9,49,114,414,106,54,32
2019-20,Tamil Nadu,Thiruvannamalai,84,10,8,5,25,15,10,11,421,7,6,101,275,16,8,8,0,0,0,0,0,0,0,0,505,17,14,106,300,31,18,19
2019-20,Tamil Nadu,Thiruvarur,40,3,6,7,9,8,3,4,143,4,7,13,91,25,3,0,0,0,0,0,0,0,0,0,183,7,13,20,100,33,6,4
2019-20,Tamil Nadu,Thoothukudi,105,7,13,10,26,25,11,13,336,12,17,83,187,26,3,8,0,0,0,0,0,0,0,0,441,19,30,93,213,51,14,21
2019-20,Tamil Nadu,Tiruppur,60,0,3,2,13,18,12,12,255,0,14,66,135,29,5,6,0,0,0,0,0,0,0,0,315,0,17,68,148,47,17,18
2019-20,Tamil Nadu,Tiruppur City,85,9,9,9,13,20,16,9,240,7,9,59,116,39,6,4,0,0,0,0,0,0,0,0,325,16,18,68,129,59,22,13
